Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2013,9/25/13,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Departures,NAIPAUL R. CHATTERPAUL, ,Departures-Tr. Naipaul Chatterpaul-vanned off-bad step-bowed LF tendon low-will be retired,Steward's List
2013,8/22/13,RACING INJURY,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred, ,Valentino's Boy,JEFFREY S. ENGLEHART,CHARLIE AMARO,Valentino's Boy-Tr Jeffery Englehart-pulled up-vanned off-bowed tendon,Injury
2014,3/1/14,RACING INJURY,Aqueduct Racetrack (NYRA),After Finish,Racing,Thoroughbred, ,Beer is Good,OSCAR S. BARRERA III,FRANCISCO G. VALENTIN,Beer Is Good-Tr. Oscar Barrera lll-vanned off-lame LF ankle-horse to be retired,Injury
2014,5/24/14,RACING INJURY,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,Clear,One Star Freedom,PABLO R. TORRES,CHARLIE AMARO,One Star Freedom-Tr. Pablo Torres-pulled up-vanned off-bowed LF tendon-adopted at off-track farm,Injury
2014,5/24/14,RACING INJURY,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred,Clear,One Star Freedom,PABLO R. TORRES,CHARLIE AMARO,One Star Freedom-Tr. Pablo Torres-pulled up-vanned off-bowed LF tendon-adopted at off-track farm,Injury
2016,8/20/16,RACING INJURY,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,84* Clear,Liberty Fuse,PATRICK J. QUICK,JACQUELINE A. DAVIS,Liberty Fuse-Tr. Patrick Quick-pulled up-vanned off-investigation continues,Injury
2016,6/18/16,RACING INJURY,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,80* Clear,Mind That Diamond,PATRICK J. QUICK,JACQUELINE A. DAVIS,Mind That Diamond-Tr. Patrick Quick-pulled up-vanned off-investigation continues, 
2016,1/10/16,RACING INJURY,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,55* Fog,Pagan,D SCHETTINO,AARON T. GRYDER,Pagan-Tr. Dominick Schettino-pulled up-ambulance off-sent for surgery-to be retired, 
2016,1/29/16,RACING INJURY,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred, ,Brandini,HAROLD (JAMES) J. BOND,ERIC CANCEL,Brandini-Tr. H. James Bond-slammed by another horse-grabbed quarters & suffered laceration to outside ankle-rider off after finish-horse unsaddled-ambulanced off-horse stopped trying after grabbed quarters-laceration sutured-horse retired as brood mare,Injury
2016,3/19/16,RACING INJURY,Aqueduct Racetrack (NYRA),1/2 mile pole,Racing,Thoroughbred,45* Cloudy,Big Business,BRUCE N. LEVINE,JOSE L. ORTIZ,Big Business-Tr. Bruce  Levine-pulled up-ambulanced off-caim voided-sustained injury to LF suspensory-on stall rest, 
2015,9/2/15,RACING INJURY,Saratoga Racecourse (NYRA),Final fence,Racing,Thoroughbred, ,Mandola,JONATHAN E. SHEPPARD,WILLIE J. MC CARTHY,Mandola-Tr. Jonathan Sheppard-fell after going over final fence unseating Rider William McCarthy-horse ambulanced off-injury to LF leg/shoulder-progressing-to PA after Saratoga meet-will continue to monitor/re-evaluate, 
2015,7/26/15,RACING INJURY,Saratoga Racecourse (NYRA),1/4 pole,Racing,Thoroughbred,80 * clear,Reach for a Kitten,MIKE J. MAKER,JOSE L. ORTIZ,Reach for a Kitten-Tr. Mike Maker-pulled up-ambulanced off-vet check revealed Fx LF cannon bone-casted and sent to KY for surgery and time off for recovery,Injury
2015,12/17/15,RACING INJURY,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,50* Rain,Sacred Success,LEAH A. GYARMATI,HARRY HERNANDEZ,Sacred Success-Tr. Lea Gyarmati-pulled up-ambulanced off-ligament damage-LF Ankle-sent for surgery-to be retired,Injury
2015,7/30/15,RACING INJURY,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred, ,Smooth bert,LEAH A. GYARMATI,LUIS SAEZ,Smooth Bert-Tr. Leah Gyarmati-pulled up-ambulanced off-torn tendon-retired from racing, 
2015,9/3/15,RACING INJURY,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,84* Cloudy,Pulling G's,JOHN A. SHIRREFFS,JUNIOR R. ALVARADO,Pulling G's-Tr. John Schirreffs-hit by another horse sustaining a cut on the ankle-eased in stretch-ambulanced off as precaution-no other injuries reported,Steward's List
2015,6/18/15,RACING INJURY,Belmont Park (NYRA),Finish,Racing,Thoroughbred,78* Cloudy,CALL FOR THE CLOCK,MICHELLE C. NEVIN,ERIC CANCEL,Call for the Clock-Tr. Michelle Nevin-ambulanced off-strained RF suspensory-to be retired, 
2015,11/4/15,RACING INJURY,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Green Diamond Cat,JEREMIAH C. ENGLEHART,JAIME RODRIGUEZ,Green Diamond Cat-Tr. Jeremiah Englehart-suffered Heat Stroke following race-off for 10 days and then light training,Injury
2015,11/4/15,RACING INJURY,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Green Diamond Cat,JEREMIAH C. ENGLEHART,JAIME RODRIGUEZ,Green Diamond Cat-Tr. Jeremiah Englehart-suffered Heat Stroke following race-off for 10 days and then light training,Injury
2016,8/24/16,RACING INJURY,Saratoga Racecourse (NYRA),1/16 pole,Racing,Thoroughbred,85* Clear,More Zen tea,STEVEN M. ASMUSSEN,RICARDO SANTANA JR,More Zen Tea-Tr. Steve Asmussen-pulled up-vannned off-exam revealed bowed tendon-no longer able to race-to be retired, 
2015,10/10/15,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Analysis,GEORGE R. WEAVER,MANUEL FRANCO,Analysis-Tr. George Weaver-ambulanced off after finish-tore RF knee tendon-off for 6 mos-then will be re-evaluated for racing,Injury
2016,8/29/16,RACING INJURY,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,Noble Quality,CHRISTOPHER CLEMENT, ,Noble Quality-Tr. Christopher Clement-pulled up-vanned off-investigation continues, 
2015,8/31/15,RACING INJURY,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred, ,Power Crazed,RODOLFO (RUDY) RODRIGUEZ,IRAD ORTIZ JR,Power Crazed-Tr. R. Rodriguez-suffered heat exhaustion-walked off under own power-investigation continues,Injury
2015,12/12/15,RACING INJURY,Aqueduct Racetrack (NYRA),Receiving Barn,Racing,Thoroughbred, ,Village Warrior,TODD A. PLETCHER,MANUEL FRANCO,Village Warrior-Tr. Todd Pletcher-walked off the track-treated for a RR leg fracture, 
2015,11/8/15,RACING INJURY,Aqueduct Racetrack (NYRA),After the Wire,Racing,Thoroughbred, ,Jalsa,KIARAN P. MC LAUGHLIN,DYLAN DAVIS,Jalsa-Tr. Kiaran McLaughlin-vanned off-Fx RF cannon bone-sent for surgery,Injury
2016,8/27/16,RACING INJURY,Saratoga Racecourse (NYRA),After Finish-horse Path,Racing,Thoroughbred,85*CLEAR,Star Hill,GEORGE R. ARNOLD II, ,Star Hill-Tr. George Arnold II-vanned off after race-suffered heat stroke-vet treated and will return to race,Injury
2016,9/18/16,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,80* Mostly Cloudy,super city,COLUM O'BRIEN, ,Super City-Tr. Colum O'Brien-pulled up-vanned off-investigation continues, 
2016,9/11/16,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,80* partly cloudy,Artie Crasher,PHILIP M. SERPE,DYLAN DAVIS,Artie Crasher-Tr. Philip Serpe-pulled up-vanned off-investigation continues, 
2015,7/27/15,RACING INJURY,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,80* Clear,Moonlit Sonnet,JOSEPH F. ORSENO,JOEL ROSARIO,Moonlit Sonnet-Tr. Joe Orseno-pulled up-ambulanced off-Investigation continues, 
2015,8/6/15,RACING INJURY,Saratoga Racecourse (NYRA),After finish 3/4 pole,Racing,Thoroughbred,80* Partly cloudy,Mighty Katherine,IAN WILKES,ERIC CANCEL,Mighty Katherine-Tr. Ian Wilkes-rose up-stumbled-pulled up-ambulanced off-sustained cut to chest-stabilized-transported to Rood & Riddle clinic for further treatment-horse retired,Injury
2016,8/11/16,RACING INJURY,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,Clear,Late Night Lu,BRAD H. COX,LUIS SAEZ,Late Night Lu-Tr. Brad H. Cox-vanned off after finish-P2 fx-sent to Rood & Riddle for surgery-to be retired after healed,Injury
2015,6/11/15,RACING INJURY,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,88* Cloudy,Pinball,DAVID JACOBSON,ANGEL CRUZ,Pinball-Tr. David Jacobson-pulled up-ambulanced off-reinjured LF tendon-horse will be retired, 
2016,6/29/16,RACING INJURY,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Clear,Roar of Raul,RAFAEL JOSE ROHENA,RAFAEL J. ROHENA JR.,Roar of Raul-Tr. Rafael J. Rohena-pulld up in the vicinity of the 1/4 pole  vanned off.  Investigation to follow., 
2016,9/12/16,RACING INJURY,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,clear/77,Keep the Canoli,JULIO DIAZ JR,ALEXIS J. VALDES,Keep the Canoli-Tr. Julio Diaz  Jr.-vanned off-fx RF sesamoid-up for adoption,Injury
2011,8/14/11,RACING INJURY,Saratoga Racecourse (NYRA),After finish,Training,Thoroughbred,83* Clear,Power Blast,LINDA L. RICE,CORNELIO VELASQUEZ,Power Blast-Tr. Linda Rice-ambulanced off-strained sesamoids ligaments-to farm-90 days rest,Injury
2013,5/3/13,RACING INJURY,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred,Clear,My Darling Deb,JEREMIAH C. ENGLEHART,EMMANUEL CRUZ,My Darling Deb-Tr. Jeremiah Englehart-stumbled unseating rider-ran through rail- into car - lacerations to chest and legs--rider treated and released-horse doing well-given several months off,Injury
2015,8/7/15,RACING INJURY,Saratoga Racecourse (NYRA),3/8 pole,Training,Thoroughbred,80* Clear,Vinegar Joe,LINDA L. RICE,JOSE L. ORTIZ,Vinegar Joe-Tr. Linda Rice-eased up-ambulanced off-vet exam revealed the horse bled, 
2009,11/12/09,RACING INJURY,Aqueduct Racetrack (NYRA),1/8 pole,Unknown,Thoroughbred,Rain,The Other Buddy,DOMINIC G. GALLUSCIO, ,The Other Buddy-Tr. Dominick Galluscio-fx LF condylar-horse had surgery-convalescing-retired,Injury
2010,5/22/10,RACING INJURY,Belmont Park (NYRA),After finish,Unknown,Thoroughbred,70* Cloudy,Rare Cut,JOHN P. CAMPO JR, ,Horse Rare Cut was taken off the track on the horse ambulance after the finish of the 2nd race,Injury
2011,9/1/11,RACING INJURY,Saratoga Racecourse (NYRA),1/4 pole,Unknown,Thoroughbred,80* Clear,LE GRAND ARTISTE,MICHAEL R. MATZ,JAVIER J. CASTELLANO,Le Grand Artise -Tr. Michael Matz-eased up-ambulanced off-pulled stifle ligament,Steward's List
2012,10/6/12,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, Starting Gate",Non-Racing,Thoroughbred,Mostly Cloudy 70 to 75 : degrees F,Roving Patrol,BENJAMIN D. CECIL,LANFRANCO O. DETTORI,Roving Patrol-Tr. B. Cecil-acted up in gate   became cast underneath-sedated-walked onto ambulance; Sweet Shirley Mae-Tr. W. Ward was kicked by Roving Patrol-walked off track-both horses scratched-superficial scratches to horses-no other injuries reported,Steward's List
2014,12/4/14,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),1/16 Pole,Racing,Thoroughbred, ,Rosemarie, ,JULISSA LAREDO,Rosemarie-Tr. Peter Chin-pulled up-ambulanced  off-first time-horse bled-must requalify,Steward's List
2009,3/28/09,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Cloudy,Dr. Silver Packet,JOHN P. CAMPO JR, ,Dr. Silver Packet-Tr. John Campo-horse hurt stifle-walked off track, 
2009,3/29/09,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Rain,Yankee Threads,RICHARD L. STOKLOSA, ,Yankee Threads-Tr. Richard Stoklosa-tore left suspensory-retired, 
2009,5/1/09,STEWARDS/VETS LIST,Belmont Park (NYRA),After Wire,Racing,Thoroughbred,Clear,Wicked B. Havior,BARCLAY TAGG, ,Wicked B. Havior-Tr. Barclay Tagg-pulled up lame-resumed training,Lame no death
2009,5/10/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Barn #3 Aqueduct,Racing,Thoroughbred,Clear,Digger Karakorum,JEFFREY K. ODINTZ, ,Digger Karakorum-Tr. Jeffrey Odintz-RF bowed tendon-sent to farm to recover,Injury
2009,5/14/09,STEWARDS/VETS LIST,Belmont Park (NYRA),After wire,Racing,Thoroughbred,Cloudy,Sounds Tacky,PASTOR . MENA II, ,Sounds Tacky-Tr. Pastor Mena-pulled up & ambulanced off track-no apparent injury-removed from vet's list,Steward's List
2009,4/30/09,STEWARDS/VETS LIST,Belmont Park (NYRA),After Wire,Racing,Thoroughbred,Clear,King Mobay,SYDNEY D. DUTROW, ,King Mobay-Tr. Sydney Dutrow-LF suspensory damage-horse retired,Injury
2009,6/12/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Belmont Race Track,Racing,Thoroughbred, ,Dance Lesson,GREGORY J. DIPRIMA, ,Dance Lesson-Tr. Gregory Diprima-bowed RF tendon-retired  broodmare,Injury
2009,7/24/09,STEWARDS/VETS LIST,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,Clear,Royal Straight Flush,PATRICK J. KELLY, ,Royal Straight Flush-Tr. Patrick Kelly-suffered heat frustration-cooled down-no injury, 
2009,7/23/09,STEWARDS/VETS LIST,Belmont Park (NYRA),1/2/ mi. pole,Racing,Thoroughbred,Showers,Ship of Fools,LUIS A. CHIARI, ,Ship of Fools-Tr. Luis Chiari-pulled up-ambulanced off-no injury found,Lameness
2009,7/10/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred,Clear,Slick Wheelie,BRUCE R. BROWN, ,Slick Wheelie-Tr. Bruce Brown-torn LF suspensory-stall/farm rest,Lameness
2009,6/6/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Barn 31,Racing,Thoroughbred, ,Dunkirk,TODD A. PLETCHER, ,Dunkirk-Tr. Todd Pletcher-fx LH cannon bone-surgery to correct-sent to Kentucky for stud,Injury
2009,6/14/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Going to Gate,Racing,Thoroughbred,Clouds & Sun,Distorted Passion,TODD A. PLETCHER, ,Distorted Passion-Tr. Todd Pletcher-kicked by lead pony-sustained wound-stitched-jogging 6/16/09,Steward's List
2009,6/17/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Gate,Racing,Thoroughbred,Clouds & Sun,That's How I Roll,KIARAN P. MC LAUGHLIN, ,That's How I Roll-Tr. Kiaran McLaughlin-flipped in gate-scratched-minor scrapes-horse & rider OK,Steward's List
2009,7/24/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Paddock,Racing,Thoroughbred,Clear,Boxitup,THOMAS M. BUSH, ,Boxitup-Tr. Thomas Bush-flipped in Paddock-scratched-minor lacerations-horse doing fine,Injury
2009,6/26/09,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,CHALLENGER'S SONG,RAFAEL G. ROHENA SR, ,Challenger's Song-Tr. Rafael Rohena  Sr.-reinjured bowed tendon-must requalify, 
2009,9/6/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),-,Racing,Thoroughbred,Sunny,Voodoouthinkur,EUGENE A. REIFF, ,Voodoouthinkur-Tr. Eugene Beiff-aggravated old injury-doing well,Steward's List
2009,8/7/09,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,DISCO DOC,EDWARD J. BABCOCK, ,Disco Doc-Tr. Edward Babcock-horse bled and was pulled up-cannot run for 90 days,Steward's List
2009,7/26/09,STEWARDS/VETS LIST,Belmont Park (NYRA),Turf,Racing,Thoroughbred,Cloudy,Corrupt Judge,JOFFRE M. CORREA, ,Corrupt Judge-Tr. Joffre Correa- was ambulanced off-Trainer found nothing wrong with the horse,Steward's List
2009,9/16/09,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred, ,Fisher Island,NICHOLAS P. ZITO, ,Fisher Island-Tr. Nick Zito-eased at 1/8 pole-walked off on his own-horse sound,Steward's List
2009,9/12/09,STEWARDS/VETS LIST,Belmont Park (NYRA),1/16 pole,Racing,Thoroughbred,Cloudy,Morine's Victory,NEAL J. TERRACCIANO, ,Morine's Victory-Tr. Neal Terracciano-ambulanced off-no injury found,Steward's List
2009,8/12/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,New Fandan,NEAL J. TERRACCIANO, ,New Fandan-Tr. Neal Terracciano-scratched before race,Steward's List
2009,9/23/09,STEWARDS/VETS LIST,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,Clear,We Go,JOHN P. TERRANOVA II, ,We Got Heat-Tr. John Terranova II-pulled up-ambulanced off-horse fine,Steward's List
2009,8/10/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Nicksappealinglady,GARY C. CONTESSA, ,Nicksappealing Lady-Tr. Gary Contessa-horse did not look good-Vet scratched-horse doing fine,Accident
2009,7/30/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Turf,Racing,Thoroughbred,Clear,Big Gavel,GARY C. CONTESSA, ,Big Gavel-Tr. Gary Contessa-ambulanced off-sore back-farm rest,Steward's List
2009,8/17/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,San Naa,GARY J. SCIACCA, ,San Naa-Tr. Gary Sciacca-pulled up and vanned off-no problems found,Steward's List
2009,10/9/09,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,Clear,Penalty Due,CARLOS F. MARTIN, ,Penalty Due-Tr. Carlos Martin-slight lameness RF leg-horse fine,Lameness
2009,4/28/09,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,REMEMBER BETTY,JAMES G. KETTELL, ,Remember Betty-Tr. James Kettell-bled-pulled up-vanned off track-removed from bleeder's list 5/17/09,Steward's List
2009,8/27/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish line,Racing,Thoroughbred,Clear,Uncle Pat,ROBERT A. BARBARA, ,Uncle Pat-Tr. Robert Barbara-ambulanced off after finish-slight swelling-horse ok,Steward's List
2009,8/6/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),1/4 pole - Main track,Racing,Thoroughbred,Clear,Hubbard,ANTHONY J. RYAN, ,Hubbard-Tr. Anthony Ryan-pulled up-tender footed-rested,Steward's List
2009,5/2/09,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,BEAUS GIN,RAMON VAZQUEZ JR, ,Beaus Gin-Tr. Ramon Vazquez-vanned off-reinjured LF tendon-retired,Steward's List
2009,9/3/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Mellon Turf Course,Racing,Thoroughbred,Clear,Green Pond,KENNETH G. MC PEEK, ,Green Pond-Tr. Kenneth McPeek-ambulanced off-heat exhaustion-horse now sound,Steward's List
2009,8/29/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),5/8 Pole.,Racing,Thoroughbred,Cloudy,Cairiene,STEVEN M. ASMUSSEN, ,Cairiene-Tr. Steven Asmussen-Lameness RF leg-aggravated old tendon injury,Lameness
2009,8/3/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish of race.,Racing,Thoroughbred,Clear,Cleric,GEORGE R. WEAVER, ,Cleric-Tr. George Weaver-Horse suffered heat exhaustion-doing fine, 
2009,10/1/09,STEWARDS/VETS LIST,Belmont Park (NYRA),After crossing finish line,Racing,Thoroughbred,Cloudy,Uno Peso,EDWARD J. KENNEALLY, ,Uno Peso-Tr. Edward Kenneally-fx RF cannon bone-to surgery,Steward's List
2009,8/12/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Elder Statesman,WILLIAM F. ALLYN, ,Elder Skatesman-Tr. William Allyn-Jockey stated problem with RF foot-scratched-horse fine,Steward's List
2009,8/10/09,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Sunny,Avie's Tale,TIMOTHY E. SALZMAN, ,Avie's Tale-Tr. Timothy Salzman-flipped in paddock before race-scratched,Steward's List
2010,2/20/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Clear  44*,Freddy the Cap,OSCAR S. BARRERA JR, ,Freddy the Cap-Tr. Oscar Barrera-was vanned off-reinjured suspensory-horse now fine,Steward's List
2010,4/25/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,Showery,Always's a Party,JOHN P. TERRANOVA II, ,Always a Party-Tr. John Terranova II-unseated rider-horse sustained minor lacerations-rider uninjured,Steward's List
2010,2/18/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After race,Racing,Thoroughbred,Clear,Key Secret,THOMAS ALBERTRANI, ,Key Secret-Tr. T. Albertrani-fx RF condular bone-surgery-horse has good prognosis,Steward's List
2010,2/18/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After the race,Racing,Thoroughbred,Clear,U.S.Cavalry,GREGORY J. DIPRIMA, ,U.S.Cavalry -TR Greg DiPrima-vanned off- strained ligaments-horse fine & resting,Injury
2009,11/6/09,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Widener,Racing,Thoroughbred, ,Imandra,WILLIAM BADGETT JR, ,Imandra-Tr. William Badgett-scratched-already on vets list and ineligible,Steward's List
2010,6/3/10,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred, ,MICKEYTHEPREACHER,JAMES S. ACQUILANO, ,Mickeythepreacher-Tr. James Acquilano-pulled up-ambulanced off-horse appeared sound-must requalify,Steward's List
2010,4/21/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),3/8 pole,Racing,Thoroughbred,Sunny,Fast Spender,CARLOS F. MARTIN, ,Fast Spender-Tr. Carlos Martin-pulled up-L knee lameness-given time off,Steward's List
2010,2/18/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred, ,Smokey Eyes,CARLOS F. MARTIN, ,Smokey Eyes-Tr. Carlos Martin-vanned off-gash behind L leg-rest recommended,Steward's List
2009,10/30/09,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,TIGER SPEECH,MICHAEL S. FERRARO, ,Tiger Speech-Tr. Michael Ferraro-pulled up-horse bled-walked back to barn,Steward's List
2010,6/24/10,STEWARDS/VETS LIST,Belmont Park (NYRA),After finishing race.,Racing,Thoroughbred,Clear 93*,Counterfit Booboo,PATRICK J. KELLY,JERMAINE BRIDGMOHAN,Counterfeit Booboo-Tr. Patrick Kelly-ambulanced off-small tear LHM sesamoid-to be re-evaluated for racing,Steward's List
2010,4/11/10,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),At the gate,Racing,Thoroughbred,65* Clear,Counterfeit Booboo,PATRICK J. KELLY, ,Counterfeit Booboo-Tr. Patrick Kelly-flipped at starting gate-scratched-no injuries reported,Steward's List
2009,11/17/09,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,UNLIMITED WARRANTY,JAMES G. KETTELL, ,Unlimited Warranty-Tr. James Kettell-pulled up-no apparent injury-must requalify,Steward's List
